Order,Latitude,Longitude,Elevation,Date Created,Distance from Start,Distance from Last,Bearing,Speed
361,37.2238816,-80.3854272,1856.96,11/21/19 14:17,0.259,0.001,321,4.07
362,37.2238976,-80.3854464,1850.39,11/21/19 14:17,0.261,0.002,316,5.5
363,37.2239008,-80.3854464,1856.96,11/21/19 14:17,0.261,0,0,0.8
364,37.223904,-80.3854464,1856.96,11/21/19 14:17,0.261,0,0,0.8
365,37.2239104,-80.3854528,1860.24,11/21/19 14:17,0.262,0.001,321,2.03
366,37.2239136,-80.3854592,1860.24,11/21/19 14:17,0.262,0,302,1.5
367,37.2239136,-80.3854656,1856.96,11/21/19 14:17,0.262,0,270,1.27
368,37.2238848,-80.3854848,1856.96,11/21/19 14:17,0.265,0.002,208,1.62
369,37.2238816,-80.3854848,1860.24,11/21/19 14:17,0.265,0,180,0.8
370,37.223872,-80.3854656,1863.52,11/21/19 14:19,0.266,0.001,122,0.06
371,37.223872,-80.3854592,1863.52,11/21/19 14:19,0.267,0,90,1.27
372,37.2238784,-80.3854528,1863.52,11/21/19 14:19,0.267,0.001,39,2.03
373,37.2238816,-80.3854464,1860.24,11/21/19 14:19,0.268,0,58,1.5
374,37.2238848,-80.38544,1860.24,11/21/19 14:19,0.268,0,58,1.5
375,37.223888,-80.3854208,1860.24,11/21/19 14:19,0.269,0.001,78,3.88
376,37.223888,-80.3854144,1860.24,11/21/19 14:19,0.269,0,90,1.27
377,37.223888,-80.385408,1860.24,11/21/19 14:19,0.27,0,90,1.27
378,37.223888,-80.3854016,1860.24,11/21/19 14:19,0.27,0,90,1.27
379,37.223888,-80.3853824,1860.24,11/21/19 14:19,0.271,0.001,90,3.8
380,37.2238976,-80.385376,1856.96,11/21/19 14:19,0.272,0.001,28,2.7
381,37.2239008,-80.3853696,1856.96,11/21/19 14:19,0.272,0,58,1.5
382,37.2239072,-80.3853504,1856.96,11/21/19 14:19,0.273,0.001,67,4.12
383,37.22392,-80.3853504,1856.96,11/21/19 14:19,0.274,0.001,0,3.18
384,37.2239232,-80.385344,1856.96,11/21/19 14:19,0.275,0,58,1.5
385,37.2239296,-80.385344,1856.96,11/21/19 14:19,0.275,0,0,1.59
386,37.2239296,-80.385344,1856.96,11/21/19 14:19,0.275,0,0,0
387,37.2239328,-80.385344,1856.96,11/21/19 14:19,0.275,0,0,0.8
388,37.2239328,-80.3853376,1856.96,11/21/19 14:19,0.276,0,90,1.27
389,37.2239296,-80.3853312,1856.96,11/21/19 14:19,0.276,0,122,1.5
390,37.2239296,-80.385312,1856.96,11/21/19 14:19,0.277,0.001,90,3.8
391,37.2239264,-80.3853056,1856.96,11/21/19 14:19,0.278,0,122,1.5
392,37.2239264,-80.3852928,1856.96,11/21/19 14:19,0.278,0.001,90,2.53
393,37.2239072,-80.3852736,1856.96,11/21/19 14:19,0.28,0.002,141,6.1
394,37.2239008,-80.3852608,1856.96,11/21/19 14:19,0.281,0.001,122,2.99
395,37.2238976,-80.3852544,1860.24,11/21/19 14:19,0.281,0,122,1.5
396,37.2239008,-80.3852544,1863.52,11/21/19 14:19,0.282,0,0,0.8
397,37.2239008,-80.3852416,1866.8,11/21/19 14:19,0.282,0.001,90,2.53
398,37.223904,-80.3852224,1870.08,11/21/19 14:19,0.283,0.001,78,3.88
399,37.2239072,-80.3852096,1870.08,11/21/19 14:19,0.284,0.001,73,2.66
400,37.2239072,-80.385184,1873.36,11/21/19 14:19,0.285,0.001,90,5.07
401,37.223904,-80.3851712,1873.36,11/21/19 14:19,0.286,0.001,107,2.66
402,37.2239072,-80.3851648,1873.36,11/21/19 14:19,0.287,0,58,1.5
403,37.2239072,-80.385152,1873.36,11/21/19 14:19,0.287,0.001,90,2.53
404,37.2239072,-80.3851392,1873.36,11/21/19 14:19,0.288,0.001,90,2.53
405,37.2239072,-80.3851328,1870.08,11/21/19 14:19,0.288,0,90,1.27
406,37.2239136,-80.3851264,1866.8,11/21/19 14:19,0.289,0.001,39,2.03
407,37.2239136,-80.3851072,1866.8,11/21/19 14:19,0.29,0.001,90,3.8
408,37.2239136,-80.3851008,1866.8,11/21/19 14:19,0.29,0,90,1.27
409,37.2239232,-80.3851008,1870.08,11/21/19 14:19,0.291,0.001,0,1.19
410,37.2239264,-80.3850944,1870.08,11/21/19 14:19,0.291,0,58,1.5
411,37.2239296,-80.3850944,1870.08,11/21/19 14:19,0.292,0,0,0.8
412,37.2239424,-80.385088,1870.08,11/21/19 14:19,0.293,0.001,22,3.42
413,37.2239488,-80.3850688,1870.08,11/21/19 14:19,0.294,0.001,67,4.12
414,37.223952,-80.3850624,1870.08,11/21/19 14:19,0.294,0,58,1.5
415,37.2239648,-80.3850496,1870.08,11/21/19 14:20,0.295,0.001,39,4.07
416,37.223968,-80.3850304,1870.08,11/21/19 14:20,0.296,0.001,78,3.88
417,37.2239776,-80.3850176,1870.08,11/21/19 14:20,0.297,0.001,47,3.48
418,37.223984,-80.3850048,1870.08,11/21/19 14:20,0.298,0.001,58,2.99
419,37.2239904,-80.3849856,1870.08,11/21/19 14:20,0.299,0.001,67,4.12
420,37.224,-80.3849728,1870.08,11/21/19 14:20,0.3,0.001,47,3.48
421,37.2240064,-80.3849536,1870.08,11/21/19 14:20,0.301,0.001,67,4.12
422,37.2240128,-80.3849408,1873.36,11/21/19 14:20,0.302,0.001,58,2.99
423,37.2240224,-80.3849344,1873.36,11/21/19 14:20,0.303,0.001,28,2.7
424,37.2240288,-80.3849152,1873.36,11/21/19 14:20,0.304,0.001,67,4.12
425,37.224032,-80.3849024,1873.36,11/21/19 14:20,0.305,0.001,73,2.66
426,37.2240384,-80.3848896,1873.36,11/21/19 14:20,0.306,0.001,58,2.99
427,37.2240448,-80.3848704,1876.64,11/21/19 14:20,0.307,0.001,67,4.12
428,37.2240512,-80.3848576,1879.92,11/21/19 14:20,0.308,0.001,58,2.99
429,37.2240608,-80.3848448,1879.92,11/21/19 14:20,0.309,0.001,47,3.48
430,37.2240608,-80.3848192,1883.2,11/21/19 14:20,0.31,0.001,90,5.07
431,37.2240672,-80.3848064,1883.2,11/21/19 14:20,0.311,0.001,58,2.99
432,37.2240768,-80.3847872,1883.2,11/21/19 14:20,0.312,0.001,58,4.49
433,37.22408,-80.3847744,1883.2,11/21/19 14:20,0.313,0.001,73,2.66
434,37.2240864,-80.3847552,1883.2,11/21/19 14:20,0.314,0.001,67,4.12
435,37.2240928,-80.3847424,1883.2,11/21/19 14:20,0.315,0.001,58,2.99
436,37.2240992,-80.3847296,1886.48,11/21/19 14:20,0.316,0.001,58,2.99
437,37.2241024,-80.3847168,1886.48,11/21/19 14:20,0.316,0.001,73,2.66
438,37.2241088,-80.384704,1886.48,11/21/19 14:20,0.317,0.001,58,2.99
439,37.224112,-80.3846912,1886.48,11/21/19 14:20,0.318,0.001,73,2.66
440,37.2241184,-80.384672,1886.48,11/21/19 14:20,0.319,0.001,67,4.12
441,37.2241248,-80.3846592,1886.48,11/21/19 14:20,0.32,0.001,58,2.99
442,37.224128,-80.3846464,1886.48,11/21/19 14:20,0.321,0.001,73,2.66
443,37.2241376,-80.3846272,1886.48,11/21/19 14:20,0.322,0.001,58,4.49
444,37.2241408,-80.384608,1886.48,11/21/19 14:20,0.323,0.001,78,3.88
445,37.224144,-80.3845888,1886.48,11/21/19 14:20,0.324,0.001,78,3.88
446,37.2241472,-80.384576,1886.48,11/21/19 14:20,0.325,0.001,73,2.66
447,37.2241504,-80.3845568,1886.48,11/21/19 14:20,0.326,0.001,78,3.88
448,37.2241568,-80.384544,1886.48,11/21/19 14:20,0.327,0.001,58,2.99
449,37.2241568,-80.3845376,1886.48,11/21/19 14:20,0.327,0,90,1.27
450,37.22416,-80.3845184,1886.48,11/21/19 14:20,0.328,0.001,78,3.88
451,37.2241632,-80.3845056,1889.76,11/21/19 14:20,0.329,0.001,73,2.66
452,37.2241664,-80.3844928,1886.48,11/21/19 14:20,0.33,0.001,73,2.66
453,37.2241696,-80.3844736,1886.48,11/21/19 14:20,0.331,0.001,78,3.88
454,37.2241792,-80.3844608,1889.76,11/21/19 14:20,0.332,0.001,47,3.48
455,37.2241856,-80.384448,1889.76,11/21/19 14:20,0.333,0.001,58,2.99
456,37.224192,-80.3844288,1889.76,11/21/19 14:20,0.334,0.001,67,4.12
457,37.2242048,-80.384416,1889.76,11/21/19 14:20,0.335,0.001,39,4.07
458,37.2242112,-80.3843968,1889.76,11/21/19 14:20,0.336,0.001,67,4.12
459,37.224224,-80.384384,1889.76,11/21/19 14:20,0.337,0.001,39,4.07
460,37.2242304,-80.3843712,1889.76,11/21/19 14:20,0.338,0.001,58,2.99
461,37.22424,-80.384352,1889.76,11/21/19 14:20,0.339,0.001,58,4.49
462,37.2242432,-80.3843392,1889.76,11/21/19 14:20,0.34,0.001,73,2.66
463,37.2242496,-80.38432,1889.76,11/21/19 14:20,0.341,0.001,67,4.12
464,37.224256,-80.3843072,1889.76,11/21/19 14:20,0.342,0.001,58,2.99
465,37.2242592,-80.3843008,1889.76,11/21/19 14:20,0.342,0,58,1.5
466,37.2242656,-80.3842752,1889.76,11/21/19 14:20,0.344,0.001,73,5.31
467,37.2242688,-80.3842624,1889.76,11/21/19 14:20,0.344,0.001,73,2.66
468,37.2242784,-80.3842496,1889.76,11/21/19 14:20,0.345,0.001,47,3.48
469,37.2242848,-80.384224,1889.76,11/21/19 14:20,0.347,0.001,73,5.31
470,37.224288,-80.3842112,1893.04,11/21/19 14:20,0.348,0.001,73,2.66
471,37.2242976,-80.384192,1893.04,11/21/19 14:20,0.349,0.001,58,4.49
472,37.224304,-80.3841792,1893.04,11/21/19 14:20,0.35,0.001,58,2.99
473,37.2243072,-80.3841536,1893.04,11/21/19 14:20,0.351,0.001,81,5.13
474,37.2243104,-80.3841408,1893.04,11/21/19 14:20,0.352,0.001,73,2.66
475,37.2243168,-80.3841216,1893.04,11/21/19 14:21,0.353,0.001,67,4.12
476,37.2243168,-80.3841088,1893.04,11/21/19 14:21,0.354,0.001,90,2.53
477,37.2243168,-80.3840896,1893.04,11/21/19 14:21,0.355,0.001,90,3.8
478,37.2243104,-80.3840704,1893.04,11/21/19 14:21,0.356,0.001,113,4.12
479,37.2243072,-80.3840576,1893.04,11/21/19 14:21,0.357,0.001,107,2.66
480,37.224304,-80.3840384,1893.04,11/21/19 14:21,0.358,0.001,102,3.88
481,37.2243008,-80.3840256,1893.04,11/21/19 14:21,0.358,0.001,107,2.66
482,37.2242912,-80.3840128,1896.33,11/21/19 14:21,0.359,0.001,133,3.48
483,37.224288,-80.3839936,1896.33,11/21/19 14:21,0.361,0.001,102,3.88
484,37.2242848,-80.3839744,1896.33,11/21/19 14:21,0.362,0.001,102,3.88
485,37.2242784,-80.3839552,1896.33,11/21/19 14:21,0.363,0.001,113,4.12
486,37.2242752,-80.3839424,1896.33,11/21/19 14:21,0.363,0.001,107,2.66
487,37.2242688,-80.3839232,1896.33,11/21/19 14:21,0.365,0.001,113,4.12
488,37.2242656,-80.3839104,1896.33,11/21/19 14:21,0.365,0.001,107,2.66
489,37.2242624,-80.3838912,1896.33,11/21/19 14:21,0.366,0.001,102,3.88
490,37.2242592,-80.383872,1896.33,11/21/19 14:21,0.368,0.001,102,3.88
491,37.224256,-80.3838528,1896.33,11/21/19 14:21,0.369,0.001,102,3.88
492,37.2242496,-80.3838336,1896.33,11/21/19 14:21,0.37,0.001,113,4.12
493,37.2242464,-80.3838144,1896.33,11/21/19 14:21,0.371,0.001,102,3.88
494,37.2242432,-80.3837952,1896.33,11/21/19 14:21,0.372,0.001,102,3.88
495,37.2242432,-80.3837824,1899.61,11/21/19 14:21,0.373,0.001,90,2.53
496,37.22424,-80.3837568,1899.61,11/21/19 14:21,0.374,0.001,99,5.13
497,37.2242368,-80.383744,1896.33,11/21/19 14:21,0.375,0.001,107,2.66
498,37.2242304,-80.3837312,1896.33,11/21/19 14:21,0.376,0.001,122,2.99
499,37.2242304,-80.383712,1896.33,11/21/19 14:21,0.377,0.001,90,3.8
500,37.224224,-80.3836992,1896.33,11/21/19 14:21,0.377,0.001,122,2.99
501,37.2242176,-80.3836928,1899.61,11/21/19 14:21,0.378,0.001,141,2.03
502,37.2242048,-80.38368,1899.61,11/21/19 14:21,0.379,0.001,141,4.07
503,37.224192,-80.3836736,1899.61,11/21/19 14:21,0.38,0.001,158,3.42
504,37.2241824,-80.3836736,1896.33,11/21/19 14:21,0.381,0.001,180,2.39
505,37.2241696,-80.3836736,1896.33,11/21/19 14:21,0.382,0.001,180,3.18
506,37.2241632,-80.3836736,1896.33,11/21/19 14:21,0.382,0,180,1.59
507,37.2241664,-80.3836736,1896.33,11/21/19 14:21,0.382,0,0,0.2
508,37.2241696,-80.3836736,1896.33,11/21/19 14:21,0.383,0,0,0.8
509,37.2241792,-80.3836736,1896.33,11/21/19 14:21,0.383,0.001,0,2.39
510,37.2241824,-80.3836736,1896.33,11/21/19 14:21,0.383,0,0,0.8
511,37.2241888,-80.3836672,1893.04,11/21/19 14:21,0.384,0.001,39,2.03
512,37.2241984,-80.3836672,1893.04,11/21/19 14:21,0.385,0.001,0,2.39
513,37.2242016,-80.3836672,1893.04,11/21/19 14:21,0.385,0,0,0.8
514,37.224208,-80.3836672,1893.04,11/21/19 14:21,0.385,0,0,1.59
515,37.2242048,-80.3836672,1893.04,11/21/19 14:21,0.386,0,180,0.8
516,37.2241984,-80.3836736,1893.04,11/21/19 14:21,0.386,0.001,219,2.03
517,37.224192,-80.3836928,1893.04,11/21/19 14:21,0.387,0.001,247,4.12
518,37.224192,-80.3837056,1896.33,11/21/19 14:21,0.388,0.001,270,2.53
519,37.224192,-80.3837312,1896.33,11/21/19 14:21,0.389,0.001,270,5.07
520,37.2241984,-80.3837504,1896.33,11/21/19 14:21,0.391,0.001,293,4.12
521,37.2241984,-80.383776,1896.33,11/21/19 14:21,0.392,0.001,270,5.07
522,37.2241984,-80.3837952,1896.33,11/21/19 14:21,0.393,0.001,270,3.8
523,37.2241984,-80.3838208,1896.33,11/21/19 14:21,0.394,0.001,270,5.07
524,37.2242016,-80.3838336,1896.33,11/21/19 14:21,0.395,0.001,287,2.66
525,37.2242048,-80.3838592,1896.33,11/21/19 14:21,0.397,0.001,279,5.13
526,37.224208,-80.3838784,1899.61,11/21/19 14:21,0.398,0.001,282,3.88
527,37.2242112,-80.3838976,1899.61,11/21/19 14:21,0.399,0.001,282,3.88
528,37.2242176,-80.3839168,1899.61,11/21/19 14:21,0.4,0.001,293,4.12
529,37.224224,-80.3839424,1899.61,11/21/19 14:21,0.401,0.001,287,5.31
530,37.2242304,-80.3839552,1896.33,11/21/19 14:21,0.402,0.001,302,2.99
531,37.2242368,-80.3839808,1896.33,11/21/19 14:21,0.404,0.001,287,5.31
532,37.2242432,-80.3839936,1896.33,11/21/19 14:22,0.404,0.001,302,2.99
533,37.2242464,-80.3840192,1896.33,11/21/19 14:22,0.406,0.001,279,5.13
534,37.224256,-80.3840384,1899.61,11/21/19 14:22,0.407,0.001,302,4.49
535,37.2242656,-80.3840576,1899.61,11/21/19 14:22,0.408,0.001,302,4.49
536,37.2242688,-80.3840768,1899.61,11/21/19 14:22,0.409,0.001,282,3.88
537,37.2242688,-80.3841024,1902.89,11/21/19 14:22,0.411,0.001,270,5.07
538,37.2242752,-80.3841152,1902.89,11/21/19 14:22,0.412,0.001,302,2.99
539,37.2242688,-80.3841344,1899.61,11/21/19 14:22,0.413,0.001,247,4.12
540,37.2242688,-80.3841536,1902.89,11/21/19 14:22,0.414,0.001,270,3.8
541,37.2242592,-80.3841728,1902.89,11/21/19 14:22,0.415,0.001,238,4.49
542,37.2242496,-80.384192,1902.89,11/21/19 14:22,0.416,0.001,238,4.49
543,37.2242432,-80.3842112,1902.89,11/21/19 14:22,0.418,0.001,247,4.12
544,37.2242304,-80.3842304,1902.89,11/21/19 14:22,0.419,0.001,230,4.96
545,37.224224,-80.3842496,1902.89,11/21/19 14:22,0.42,0.001,247,4.12
546,37.2242112,-80.3842688,1902.89,11/21/19 14:22,0.421,0.001,230,4.96
547,37.2242048,-80.384288,1902.89,11/21/19 14:22,0.423,0.001,247,4.12
548,37.224192,-80.3843072,1902.89,11/21/19 14:22,0.424,0.001,230,4.96
549,37.2241824,-80.38432,1902.89,11/21/19 14:22,0.425,0.001,227,3.48
550,37.224176,-80.3843392,1906.17,11/21/19 14:22,0.426,0.001,247,4.12
551,37.2241632,-80.3843584,1906.17,11/21/19 14:22,0.427,0.001,230,4.96
552,37.2241568,-80.3843776,1906.17,11/21/19 14:22,0.429,0.001,247,4.12
553,37.224144,-80.3843904,1906.17,11/21/19 14:22,0.43,0.001,219,4.07
554,37.2241376,-80.3844096,1906.17,11/21/19 14:22,0.431,0.001,247,4.12
555,37.224128,-80.3844288,1906.17,11/21/19 14:22,0.432,0.001,238,4.49
556,37.2241216,-80.384448,1906.17,11/21/19 14:22,0.433,0.001,247,4.12
557,37.224112,-80.3844608,1906.17,11/21/19 14:22,0.434,0.001,227,3.48
558,37.2241056,-80.3844864,1909.45,11/21/19 14:22,0.436,0.001,253,5.31
559,37.2240992,-80.3844992,1909.45,11/21/19 14:22,0.437,0.001,238,2.99
560,37.2240928,-80.3845184,1909.45,11/21/19 14:22,0.438,0.001,247,4.12
561,37.2240896,-80.3845376,1909.45,11/21/19 14:22,0.439,0.001,258,3.88
562,37.2240864,-80.3845568,1909.45,11/21/19 14:22,0.44,0.001,258,3.88
563,37.22408,-80.384576,1909.45,11/21/19 14:22,0.441,0.001,247,4.12
564,37.2240768,-80.3845952,1909.45,11/21/19 14:22,0.442,0.001,258,3.88
565,37.2240704,-80.3846144,1909.45,11/21/19 14:22,0.443,0.001,247,4.12
566,37.2240672,-80.3846336,1909.45,11/21/19 14:22,0.444,0.001,258,3.88
567,37.2240608,-80.3846592,1909.45,11/21/19 14:22,0.446,0.001,253,5.31
568,37.2240576,-80.384672,1909.45,11/21/19 14:22,0.447,0.001,253,2.66
569,37.2240448,-80.3846912,1909.45,11/21/19 14:22,0.448,0.001,230,4.96
570,37.2240384,-80.384704,1909.45,11/21/19 14:22,0.449,0.001,238,2.99
571,37.2240288,-80.3847296,1909.45,11/21/19 14:22,0.45,0.002,245,5.6
572,37.2240192,-80.3847424,1909.45,11/21/19 14:22,0.451,0.001,227,3.48
573,37.2240096,-80.3847552,1909.45,11/21/19 14:22,0.452,0.001,227,3.48
574,37.2240064,-80.3847744,1909.45,11/21/19 14:22,0.453,0.001,258,3.88
575,37.224,-80.3847872,1909.45,11/21/19 14:22,0.454,0.001,238,2.99
576,37.2239968,-80.3848128,1909.45,11/21/19 14:22,0.456,0.001,261,5.13
577,37.2239872,-80.3848256,1909.45,11/21/19 14:22,0.457,0.001,227,3.48
578,37.223984,-80.3848448,1909.45,11/21/19 14:22,0.458,0.001,258,3.88
579,37.2239776,-80.3848576,1909.45,11/21/19 14:22,0.458,0.001,238,2.99
580,37.223968,-80.3848704,1909.45,11/21/19 14:22,0.459,0.001,227,3.48
581,37.2239616,-80.3848896,1909.45,11/21/19 14:22,0.461,0.001,247,4.12
582,37.223952,-80.3849024,1912.73,11/21/19 14:22,0.461,0.001,227,3.48
583,37.2239424,-80.3849152,1912.73,11/21/19 14:22,0.462,0.001,227,3.48
584,37.2239392,-80.3849344,1912.73,11/21/19 14:22,0.464,0.001,258,3.88
585,37.2239264,-80.3849472,1912.73,11/21/19 14:22,0.465,0.001,219,4.07
586,37.2239232,-80.3849664,1912.73,11/21/19 14:22,0.466,0.001,258,3.88
587,37.22392,-80.3849856,1912.73,11/21/19 14:22,0.467,0.001,258,3.88
588,37.2239136,-80.3850048,1916.01,11/21/19 14:22,0.468,0.001,247,4.12
589,37.2239104,-80.3850176,1916.01,11/21/19 14:22,0.469,0.001,253,2.66
590,37.2239072,-80.3850304,1916.01,11/21/19 14:22,0.469,0.001,253,2.66
591,37.2239072,-80.3850496,1916.01,11/21/19 14:22,0.47,0.001,270,3.8
592,37.223904,-80.3850624,1916.01,11/21/19 14:23,0.471,0.001,253,2.66
593,37.223904,-80.3850816,1912.73,11/21/19 14:23,0.472,0.001,270,3.8
594,37.223904,-80.385088,1912.73,11/21/19 14:23,0.473,0,270,1.27
595,37.223904,-80.3851008,1912.73,11/21/19 14:23,0.473,0.001,270,2.53
596,37.2239008,-80.3851136,1912.73,11/21/19 14:23,0.474,0.001,253,2.66
597,37.2238976,-80.3851328,1916.01,11/21/19 14:23,0.475,0.001,258,3.88
598,37.2238976,-80.3851392,1916.01,11/21/19 14:23,0.476,0,270,1.27
599,37.2238912,-80.385152,1916.01,11/21/19 14:23,0.476,0.001,238,2.99
600,37.223888,-80.3851712,1916.01,11/21/19 14:23,0.477,0.001,258,3.88
601,37.2238848,-80.385184,1912.73,11/21/19 14:23,0.478,0.001,253,2.66
602,37.2238816,-80.3852096,1912.73,11/21/19 14:23,0.48,0.001,261,5.13
603,37.223872,-80.385216,1912.73,11/21/19 14:23,0.48,0.001,208,2.7
604,37.2238784,-80.3852416,1912.73,11/21/19 14:23,0.482,0.001,287,5.31
605,37.223872,-80.3852416,1912.73,11/21/19 14:23,0.482,0,180,1.59
606,37.223872,-80.385248,1909.45,11/21/19 14:23,0.483,0,270,1.27
607,37.2238688,-80.3852544,1909.45,11/21/19 14:23,0.483,0,238,1.5
608,37.2238592,-80.3852672,1912.73,11/21/19 14:23,0.484,0.001,227,3.48
609,37.2238528,-80.3852608,1909.45,11/21/19 14:23,0.485,0.001,141,1.02
610,37.2238496,-80.3852672,1912.73,11/21/19 14:23,0.485,0,238,1.5
611,37.2238464,-80.3852736,1912.73,11/21/19 14:23,0.485,0,238,1.5
612,37.2238464,-80.3852864,1912.73,11/21/19 14:23,0.486,0.001,270,2.53
613,37.2238336,-80.3852928,1912.73,11/21/19 14:23,0.487,0.001,202,3.42
614,37.2238432,-80.385312,1906.17,11/21/19 14:23,0.488,0.001,302,4.49
615,37.2238624,-80.385344,1902.89,11/21/19 14:23,0.49,0.002,307,3.97
616,37.2238656,-80.385344,1899.61,11/21/19 14:23,0.491,0,0,0.8
617,37.2238656,-80.3853504,1896.33,11/21/19 14:23,0.491,0,270,1.27
618,37.2238624,-80.3853632,1899.61,11/21/19 14:23,0.492,0.001,253,2.66
619,37.223872,-80.385376,1896.33,11/21/19 14:23,0.493,0.001,313,3.48
620,37.2239008,-80.3854464,1886.48,11/21/19 14:23,0.497,0.004,297,1.21
621,37.2239072,-80.3854592,1879.92,11/21/19 14:23,0.498,0.001,302,1.5
622,37.2239136,-80.385472,1876.64,11/21/19 14:23,0.499,0.001,302,2.99
623,37.2239232,-80.385472,1873.36,11/21/19 14:23,0.499,0.001,0,2.39
624,37.2239232,-80.3854848,1873.36,11/21/19 14:23,0.5,0.001,270,2.53
625,37.2239296,-80.3854848,1870.08,11/21/19 14:23,0.501,0,0,1.59
626,37.2239328,-80.3854912,1870.08,11/21/19 14:23,0.501,0,302,1.5
627,37.2239392,-80.3854912,1870.08,11/21/19 14:23,0.501,0,0,1.59
628,37.2239392,-80.3854912,1866.8,11/21/19 14:23,0.501,0,0,0
629,37.2239424,-80.3854912,1866.8,11/21/19 14:23,0.502,0,0,0.8
630,37.2239424,-80.3854912,1866.8,11/21/19 14:23,0.502,0,0,0
631,37.2239424,-80.3854976,1860.24,11/21/19 14:25,0.502,0,270,0.02
632,37.2239456,-80.3854912,1863.52,11/21/19 14:25,0.502,0,58,1.5
633,37.2239456,-80.3854848,1863.52,11/21/19 14:25,0.503,0,90,1.27
634,37.2239456,-80.3854848,1863.52,11/21/19 14:25,0.503,0,0,0
635,37.2239488,-80.385472,1863.52,11/21/19 14:25,0.504,0.001,73,2.66
636,37.223952,-80.3854656,1863.52,11/21/19 14:25,0.504,0,58,1.5
637,37.2239488,-80.3854592,1863.52,11/21/19 14:25,0.504,0,122,0.75
638,37.2239616,-80.3854528,1863.52,11/21/19 14:25,0.505,0.001,22,3.42
639,37.223968,-80.3854464,1863.52,11/21/19 14:25,0.506,0.001,39,2.03
640,37.223968,-80.38544,1863.52,11/21/19 14:25,0.506,0,90,1.27
641,37.223968,-80.3854272,1863.52,11/21/19 14:25,0.507,0.001,90,2.53
642,37.2239712,-80.3854208,1866.8,11/21/19 14:25,0.507,0,58,1.5
643,37.2239712,-80.3854144,1866.8,11/21/19 14:25,0.508,0,90,1.27
644,37.2239712,-80.3854144,1866.8,11/21/19 14:25,0.508,0,0,0
645,37.2239648,-80.385408,1866.8,11/21/19 14:25,0.508,0.001,141,2.03
646,37.223952,-80.3853888,1866.8,11/21/19 14:25,0.51,0.001,130,4.96
647,37.2239424,-80.385376,1866.8,11/21/19 14:25,0.511,0.001,133,3.48
648,37.2239264,-80.3853632,1870.08,11/21/19 14:25,0.512,0.001,148,4.72
649,37.2239136,-80.385344,1870.08,11/21/19 14:25,0.513,0.001,130,4.96
650,37.2239072,-80.3853312,1870.08,11/21/19 14:25,0.514,0.001,122,2.99
651,37.2239072,-80.385312,1870.08,11/21/19 14:25,0.515,0.001,90,3.8
652,37.2238912,-80.3853056,1873.36,11/21/19 14:25,0.516,0.001,162,4.17
653,37.2238976,-80.3852992,1873.36,11/21/19 14:25,0.517,0.001,39,2.03
654,37.2238976,-80.3852928,1873.36,11/21/19 14:25,0.517,0,90,1.27
655,37.2238912,-80.3852736,1876.64,11/21/19 14:25,0.518,0.001,113,4.12
656,37.223888,-80.3852608,1876.64,11/21/19 14:25,0.519,0.001,107,2.66
657,37.2238848,-80.385248,1879.92,11/21/19 14:25,0.52,0.001,107,2.66
658,37.2238848,-80.3852416,1879.92,11/21/19 14:25,0.52,0,90,1.27
659,37.223888,-80.3852224,1879.92,11/21/19 14:25,0.521,0.001,78,3.88
660,37.2238912,-80.3852096,1879.92,11/21/19 14:25,0.522,0.001,73,2.66
661,37.2238976,-80.3852032,1879.92,11/21/19 14:25,0.523,0.001,39,2.03
662,37.2239008,-80.3851904,1876.64,11/21/19 14:25,0.523,0.001,73,2.66
663,37.223904,-80.385184,1876.64,11/21/19 14:25,0.524,0,58,1.5
664,37.2239072,-80.3851712,1876.64,11/21/19 14:25,0.524,0.001,73,2.66
665,37.2239104,-80.3851648,1876.64,11/21/19 14:25,0.525,0,58,1.5
666,37.2239104,-80.3851456,1876.64,11/21/19 14:25,0.526,0.001,90,3.8
667,37.2239136,-80.3851392,1876.64,11/21/19 14:25,0.526,0,58,1.5
668,37.2239136,-80.3851328,1876.64,11/21/19 14:25,0.527,0,90,1.27
669,37.2239136,-80.3851136,1876.64,11/21/19 14:25,0.528,0.001,90,3.8
670,37.2239136,-80.3851072,1876.64,11/21/19 14:25,0.528,0,90,1.27
671,37.22392,-80.3851008,1876.64,11/21/19 14:25,0.529,0.001,39,2.03
672,37.22392,-80.385088,1876.64,11/21/19 14:25,0.529,0.001,90,2.53
673,37.2239264,-80.3850688,1879.92,11/21/19 14:26,0.531,0.001,67,1.03
674,37.2239296,-80.3850688,1879.92,11/21/19 14:26,0.531,0,0,0.8
675,37.2239392,-80.3850624,1879.92,11/21/19 14:26,0.532,0.001,28,2.7
676,37.2239424,-80.385056,1879.92,11/21/19 14:26,0.532,0,58,1.5
677,37.2239488,-80.3850432,1879.92,11/21/19 14:26,0.533,0.001,58,2.99
678,37.223952,-80.385024,1879.92,11/21/19 14:26,0.534,0.001,78,3.88
679,37.2239584,-80.3850112,1883.2,11/21/19 14:26,0.535,0.001,58,2.99
680,37.2239648,-80.3850048,1883.2,11/21/19 14:26,0.535,0.001,39,2.03
681,37.223968,-80.3849856,1883.2,11/21/19 14:26,0.536,0.001,78,3.88
682,37.2239712,-80.3849728,1883.2,11/21/19 14:26,0.537,0.001,73,2.66
683,37.2239808,-80.3849536,1883.2,11/21/19 14:26,0.538,0.001,58,4.49
