Order,Latitude,Longitude,Date Created
104,37.2240512,-80.3840128,11/21/19 13:45
105,37.2240512,-80.3840192,11/21/19 13:45
106,37.2240512,-80.3840256,11/21/19 13:45
107,37.224048,-80.384032,11/21/19 13:45
108,37.224048,-80.3840512,11/21/19 13:45
109,37.224048,-80.3840576,11/21/19 13:45
110,37.2240512,-80.384064,11/21/19 13:45
111,37.2240512,-80.384064,11/21/19 13:46
112,37.2240576,-80.3840704,11/21/19 13:46
113,37.2240608,-80.3840768,11/21/19 13:46
114,37.224064,-80.3840896,11/21/19 13:46
115,37.224064,-80.384096,11/21/19 13:46
116,37.2240672,-80.3841024,11/21/19 13:46
117,37.224064,-80.3841088,11/21/19 13:46
118,37.2240608,-80.3841088,11/21/19 13:46
119,37.2240608,-80.3841024,11/21/19 13:46
120,37.224064,-80.3840896,11/21/19 13:46
121,37.224064,-80.3840896,11/21/19 13:46
122,37.2240672,-80.3840768,11/21/19 13:46
123,37.224064,-80.3840704,11/21/19 13:46
124,37.224064,-80.384064,11/21/19 13:46
125,37.2240608,-80.384064,11/21/19 13:46
126,37.2240512,-80.3840576,11/21/19 13:46
127,37.224048,-80.3840576,11/21/19 13:46
128,37.2240576,-80.3840512,11/21/19 13:46
129,37.2240608,-80.3840384,11/21/19 13:46
130,37.2240672,-80.384032,11/21/19 13:46
131,37.2240704,-80.3840256,11/21/19 13:46
132,37.2240768,-80.3840128,11/21/19 13:46
133,37.2240704,-80.3840128,11/21/19 13:46
134,37.2240704,-80.3840192,11/21/19 13:46
135,37.2240704,-80.3840192,11/21/19 13:46
136,37.224064,-80.3840192,11/21/19 13:46
137,37.224064,-80.3840256,11/21/19 13:46
138,37.224064,-80.3840256,11/21/19 13:46
139,37.2240704,-80.3840384,11/21/19 13:46
140,37.2240768,-80.3840384,11/21/19 13:46
141,37.2240704,-80.3840384,11/21/19 13:46
142,37.2240672,-80.3840512,11/21/19 13:46
143,37.2240608,-80.3840576,11/21/19 13:46
144,37.2240608,-80.384064,11/21/19 13:46
145,37.2240576,-80.3840768,11/21/19 13:46
146,37.224048,-80.384096,11/21/19 13:46
147,37.224048,-80.3841024,11/21/19 13:46
148,37.224048,-80.3841088,11/21/19 13:46
149,37.224048,-80.3841088,11/21/19 13:46
150,37.2240512,-80.3841024,11/21/19 13:46
151,37.224048,-80.3841024,11/21/19 13:46
152,37.224048,-80.3841024,11/21/19 13:46
153,37.2240512,-80.384096,11/21/19 13:46
154,37.2240608,-80.3840768,11/21/19 13:46
155,37.224064,-80.384064,11/21/19 13:46
156,37.2240608,-80.3840576,11/21/19 13:46
157,37.2240608,-80.3840512,11/21/19 13:46
158,37.2240576,-80.3840384,11/21/19 13:46
159,37.2240576,-80.384032,11/21/19 13:46
160,37.2240608,-80.3840192,11/21/19 13:47
161,37.2240608,-80.384,11/21/19 13:47
162,37.2240672,-80.3839936,11/21/19 13:47
163,37.2240672,-80.3839872,11/21/19 13:47
164,37.2240992,-80.3839872,11/21/19 13:47
165,37.2240928,-80.3839936,11/21/19 13:47
166,37.2240896,-80.384,11/21/19 13:47
167,37.2240864,-80.3840128,11/21/19 13:47
168,37.2240832,-80.3840192,11/21/19 13:47
169,37.22408,-80.3840256,11/21/19 13:47
170,37.2240704,-80.384032,11/21/19 13:47
171,37.2240768,-80.3840512,11/21/19 13:47
172,37.2240768,-80.384064,11/21/19 13:47
173,37.2240704,-80.384064,11/21/19 13:47
174,37.2240704,-80.3840768,11/21/19 13:47
175,37.2240704,-80.384096,11/21/19 13:47
176,37.2240672,-80.3841024,11/21/19 13:47
177,37.2240608,-80.3841152,11/21/19 13:47
178,37.2240608,-80.3841216,11/21/19 13:47
179,37.2240608,-80.3841344,11/21/19 13:47
180,37.2240608,-80.3841408,11/21/19 13:47
181,37.2240608,-80.3841536,11/21/19 13:47
182,37.2240608,-80.3841728,11/21/19 13:47
183,37.2240608,-80.3841792,11/21/19 13:47
184,37.2240512,-80.384192,11/21/19 13:47
185,37.2240384,-80.3842112,11/21/19 13:47
186,37.2240384,-80.3842176,11/21/19 13:47
187,37.224032,-80.3842304,11/21/19 13:47
188,37.224032,-80.3842496,11/21/19 13:47
189,37.224032,-80.384256,11/21/19 13:47
190,37.224032,-80.3842688,11/21/19 13:47
191,37.224032,-80.384288,11/21/19 13:47
192,37.2240288,-80.3842944,11/21/19 13:47
193,37.2240224,-80.3843008,11/21/19 13:47
194,37.2240224,-80.3843072,11/21/19 13:47
195,37.224032,-80.3843136,11/21/19 13:47
196,37.2240384,-80.38432,11/21/19 13:47
197,37.2240448,-80.3843392,11/21/19 13:47
198,37.2240576,-80.384352,11/21/19 13:47
199,37.2240608,-80.3843584,11/21/19 13:47
200,37.2240608,-80.3843776,11/21/19 13:47
201,37.2240608,-80.384384,11/21/19 13:47
202,37.2240512,-80.3843904,11/21/19 13:47
203,37.224048,-80.3844096,11/21/19 13:47
204,37.224048,-80.384416,11/21/19 13:47
205,37.2240448,-80.3844224,11/21/19 13:47
206,37.2240416,-80.3844288,11/21/19 13:47
207,37.224032,-80.3844288,11/21/19 13:47
208,37.2240256,-80.3844288,11/21/19 13:47
209,37.2240192,-80.3844288,11/21/19 13:47
210,37.2240096,-80.3844224,11/21/19 13:47
211,37.2240064,-80.384416,11/21/19 13:47
212,37.224,-80.384416,11/21/19 13:48
213,37.2239872,-80.3844096,11/21/19 13:48
214,37.223984,-80.3844096,11/21/19 13:48
215,37.2239072,-80.3843712,11/21/19 13:48
216,37.2239104,-80.3843712,11/21/19 13:48
217,37.2239104,-80.3843712,11/21/19 13:48
218,37.2239136,-80.3843712,11/21/19 13:48
219,37.2239008,-80.3843584,11/21/19 13:48
220,37.2239008,-80.384352,11/21/19 13:48
221,37.2238976,-80.384352,11/21/19 13:48
222,37.2238976,-80.384352,11/21/19 13:48
223,37.2239008,-80.384352,11/21/19 13:48
224,37.223904,-80.384352,11/21/19 13:48
225,37.2239104,-80.384352,11/21/19 13:48
226,37.2239136,-80.384352,11/21/19 13:48
227,37.2239264,-80.3843584,11/21/19 13:48
228,37.2239296,-80.3843584,11/21/19 13:48
229,37.2239296,-80.3843584,11/21/19 13:48
230,37.2239232,-80.3843456,11/21/19 13:51
231,37.22392,-80.3843456,11/21/19 13:51
232,37.22392,-80.3843456,11/21/19 13:51
233,37.2239264,-80.3843456,11/21/19 13:52
234,37.2239392,-80.3843456,11/21/19 14:02
235,37.2239328,-80.3843456,11/21/19 14:02
236,37.2239584,-80.384352,11/21/19 14:02
237,37.2239776,-80.3843584,11/21/19 14:02
238,37.2240032,-80.3843584,11/21/19 14:02
239,37.2240288,-80.3843712,11/21/19 14:02
240,37.224048,-80.3843776,11/21/19 14:02
241,37.2240672,-80.3843776,11/21/19 14:02
242,37.22408,-80.3843776,11/21/19 14:02
243,37.2240864,-80.3843712,11/21/19 14:02
244,37.2240864,-80.3843712,11/21/19 14:02
245,37.22408,-80.384352,11/21/19 14:03
246,37.2240768,-80.3843456,11/21/19 14:03
247,37.2240768,-80.3843392,11/21/19 14:14
248,37.22408,-80.3843456,11/21/19 14:14
249,37.2240832,-80.3843456,11/21/19 14:14
250,37.2240832,-80.384352,11/21/19 14:14
251,37.2240864,-80.384352,11/21/19 14:14
252,37.2240768,-80.3843712,11/21/19 14:15
253,37.22408,-80.3843584,11/21/19 14:15
254,37.22408,-80.384352,11/21/19 14:15
255,37.2240832,-80.384352,11/21/19 14:15
256,37.2240832,-80.3843456,11/21/19 14:15
257,37.2240832,-80.3843392,11/21/19 14:15
258,37.2240864,-80.3843392,11/21/19 14:15
259,37.2240864,-80.3843328,11/21/19 14:15
260,37.2240864,-80.38432,11/21/19 14:15
261,37.2240896,-80.3843328,11/21/19 14:15
262,37.2240928,-80.3843392,11/21/19 14:15
263,37.2241024,-80.3843392,11/21/19 14:15
264,37.2241088,-80.3843456,11/21/19 14:15
265,37.2241184,-80.384352,11/21/19 14:15
266,37.2241248,-80.3843584,11/21/19 14:15
267,37.224128,-80.3843712,11/21/19 14:16
268,37.2241376,-80.3843776,11/21/19 14:16
269,37.224144,-80.3843776,11/21/19 14:16
270,37.2241472,-80.384384,11/21/19 14:16
271,37.2241568,-80.3843904,11/21/19 14:16
272,37.2241632,-80.3844096,11/21/19 14:16
273,37.2241664,-80.384416,11/21/19 14:16
274,37.224176,-80.3844224,11/21/19 14:16
275,37.224176,-80.3844352,11/21/19 14:16
276,37.224176,-80.384448,11/21/19 14:16
277,37.224176,-80.3844608,11/21/19 14:16
278,37.2241696,-80.3844672,11/21/19 14:16
279,37.2241664,-80.3844864,11/21/19 14:16
